macro_bairro,nome_cliente,bairro_destino,order_datetime,platform,order_mode,distance_km,tempo_preparo_minutos,status,eta_minutes_quote,actual_delivery_minutes,total_brl,classe_pedido,platform_commission_pct,num_itens,satisfacao_nivel
Morumbi,Isabela Carvalho,Real Parque,2024-11-26 10:12:00,site_proprio,delivery,8.44,18,delivered,51,45.7,91.92,prato_unico,0.0,4,5
Brooklin,Helena Dantas,Brooklin,2024-11-26 10:40:00,rappi,delivery,0.76,13,delivered,35,15.7,60.49,prato_unico,0.16,3,5
Santo Amaro,Bruna Teixeira,Santo Amaro,2024-11-26 12:46:00,ifood,delivery,5.73,46,delivered,52,73.1,249.28,familia,0.16,7,2
Pinheiros,Natália D. Gomes,Pinheiros,2024-11-26 16:24:00,rappi,delivery,6.41,14,delivered,43,33.26,102.56,prato_unico,0.16,4,4
Outros,Eduarda Marques,Butantã,2024-11-26 17:32:00,ifood,delivery,7.48,11,delivered,49,46.1,99.15,prato_unico,0.16,4,4
Brooklin,Eduardo G. Ribeiro,Brooklin,2024-11-26 17:54:00,whatsapp,retirada,0.0,25,delivered,28,18.4,127.0,combo,0.0,3,5
Itaim,Sabrina Costa,Itaim Bibi,2024-11-26 18:26:00,ifood,delivery,4.54,12,delivered,38,25.0,79.85,prato_unico,0.16,2,5
Vila Mariana,Matheus F. Carvalho,Paraíso,2024-11-26 19:40:00,whatsapp,retirada,0.03,13,delivered,26,16.2,56.3,prato_unico,0.0,4,5
Vila Olímpia,Helena J. Araújo,Vila Olímpia,2024-11-26 19:56:00,site_proprio,delivery,3.92,8,delivered,34,24.4,57.96,prato_unico,0.0,1,5
Itaim,Tatiane Ramos,Itaim Bibi,2024-11-26 19:59:00,site_proprio,delivery,2.64,7,delivered,37,15.8,68.51,prato_unico,0.0,1,5
Itaim,Tatiane Souza,Itaim Bibi,2024-11-26 20:05:00,site_proprio,retirada,0.09,25,delivered,24,27.4,107.51,combo,0.0,2,5
Pinheiros,André Melo,Pinheiros,2024-11-26 21:46:00,site_proprio,retirada,0.14,16,delivered,21,20.0,50.25,prato_unico,0.0,1,5
Brooklin,Rafaela L. Gonçalves,Campo Belo,2024-11-27 08:58:00,ifood,delivery,0.83,13,delivered,33,15.8,102.4,combo,0.12,4,5
Itaim,Gabriela Melo,Itaim Bibi,2024-11-27 11:10:00,rappi,delivery,4.69,12,delivered,40,35.4,83.45,prato_unico,0.12,1,5
Vila Mariana,Daniela C. Batista,Aclimação,2024-11-27 13:17:00,site_proprio,retirada,0.12,6,delivered,12,11.1,44.0,prato_unico,0.0,1,5
Vila Mariana,Yasmin Fernandes,Aclimação,2024-11-27 13:58:00,ifood,delivery,5.73,36,delivered,47,62.6,242.42,familia,0.12,6,3
Vila Mariana,Caio Almeida,Aclimação,2024-11-27 14:06:00,ifood,delivery,5.65,13,delivered,45,31.73,119.46,combo,0.16,2,4
Brooklin,Thiago Costa,Campo Belo,2024-11-27 14:28:00,rappi,delivery,1.06,18,delivered,33,22.8,127.08,prato_unico,0.16,5,5
Vila Olímpia,Yasmin Almeida,Vila Olímpia,2024-11-27 15:18:00,rappi,delivery,3.39,9,delivered,34,19.4,54.89,prato_unico,0.16,1,5
Morumbi,Gustavo Z. Gomes,Morumbi,2024-11-27 15:19:00,site_proprio,retirada,6.43,13,delivered,24,18.1,72.31,prato_unico,0.0,3,5
Santo Amaro,Felipe Teixeira,Chácara Santo Antônio,2024-11-27 17:09:00,ifood,delivery,5.95,6,delivered,41,27.7,57.4,prato_unico,0.16,1,5
Brooklin,Daniel H. Lopes,Campo Belo,2024-11-27 20:04:00,ifood,delivery,0.86,14,delivered,31,24.1,160.46,combo,0.12,5,5
Vila Mariana,João Y. Santos,Aclimação,2024-11-27 20:32:00,ifood,delivery,5.92,12,delivered,47,35.7,107.05,combo,0.12,2,5
Jardins,Daniela W. Rezende,Jardins,2024-11-27 20:49:00,ifood,delivery,4.59,6,delivered,32,12.7,40.48,prato_unico,0.16,1,5
Jardins,Valentina Lopes,Jardim Paulista,2024-11-28 06:10:00,ifood,delivery,5.57,40,delivered,49,70.7,238.89,familia,0.16,8,2
Vila Olímpia,Vítor Ramos,Vila Olímpia,2024-11-28 07:15:00,rappi,delivery,2.7,21,delivered,34,30.1,98.48,combo,0.12,2,5
Morumbi,Daniela Lima,Real Parque,2024-11-28 09:39:00,ifood,delivery,7.61,11,delivered,51,37.9,81.77,prato_unico,0.12,2,5
Vila Mariana,Gustavo P. Souza,Vila Mariana,2024-11-28 09:47:00,site_proprio,delivery,4.6,6,delivered,45,25.5,49.99,prato_unico,0.0,1,5
Morumbi,Mariana G. Pereira,Morumbi,2024-11-28 09:49:00,ifood,delivery,7.74,18,delivered,48,42.1,65.29,prato_unico,0.12,2,5
Pinheiros,Valentina Fernandes,Pinheiros,2024-11-28 11:19:00,ifood,delivery,6.62,8,delivered,40,34.6,105.66,combo,0.16,3,5
Morumbi,Sabrina Mendes,Morumbi,2024-11-28 11:43:00,ifood,delivery,7.65,6,delivered,43,25.3,56.08,prato_unico,0.16,1,5
Vila Mariana,Larissa Vieira,Aclimação,2024-11-28 12:16:00,ifood,delivery,3.03,13,delivered,42,31.4,76.81,prato_unico,0.12,3,5
Moema,Lucas O. Borges,Moema,2024-11-28 12:34:00,ifood,delivery,2.67,14,delivered,36,24.2,67.1,prato_unico,0.12,2,5
Vila Olímpia,Pedro E. Souza,Vila Olímpia,2024-11-28 13:01:00,ifood,delivery,3.02,30,delivered,42,39.8,184.24,combo,0.16,6,4
Brooklin,Isabela Rezende,Brooklin,2024-11-28 14:05:00,ifood,delivery,0.28,19,delivered,34,20.3,168.27,combo,0.16,5,5
Brooklin,Eduardo Costa,Campo Belo,2024-11-28 15:18:00,rappi,delivery,0.86,11,delivered,34,27.6,44.65,prato_unico,0.12,2,5
Jardins,João Lima,Jardins,2024-11-28 17:09:00,rappi,delivery,5.29,19,delivered,44,35.2,90.11,prato_unico,0.16,3,5
Outros,Lucas X. Souza,Bela Vista,2024-11-28 19:55:00,site_proprio,delivery,6.55,23,delivered,52,42.9,206.75,familia,0.0,5,5
Itaim,Igor Moreira,Itaim Bibi,2024-11-28 20:59:00,ifood,delivery,4.96,17,delivered,40,33.7,79.88,prato_unico,0.16,3,5
Brooklin,Eduarda Cavalcanti,Brooklin,2024-11-28 21:52:00,ifood,delivery,2.78,6,delivered,34,9.7,69.44,prato_unico,0.12,2,5
Vila Olímpia,Eduardo D. Costa,Vila Olímpia,2024-11-28 23:52:00,ifood,delivery,2.7,11,delivered,30,32.6,125.61,combo,0.16,4,4
Morumbi,João L. Teixeira,Real Parque,2024-11-29 09:12:00,ifood,delivery,7.84,22,delivered,52,46.8,91.06,prato_unico,0.16,3,5
Moema,Thiago Almeida,Moema,2024-11-29 09:54:00,site_proprio,delivery,4.0,11,delivered,46,29.3,78.89,prato_unico,0.0,2,5
Jardins,Eduardo Barbosa,Jardins,2024-11-29 10:35:00,ifood,delivery,5.7,33,delivered,44,55.9,220.82,familia,0.16,4,3
Moema,Tatiane Z. Duarte,Ibirapuera,2024-11-29 11:07:00,ifood,delivery,2.81,32,delivered,47,39.4,145.9,combo,0.12,5,5
Jardins,Nicolas O. Carvalho,Jardim Paulista,2024-11-29 12:54:00,ifood,delivery,4.3,24,delivered,39,40.4,109.76,prato_unico,0.12,6,4
Brooklin,Nicolas M. Oliveira,Brooklin,2024-11-29 15:10:00,ifood,delivery,1.6,23,delivered,32,34.4,106.8,combo,0.12,3,4
Vila Mariana,Daniela Batista,Vila Mariana,2024-11-29 20:00:00,ifood,delivery,3.97,6,delivered,39,18.6,61.99,prato_unico,0.16,3,5
Morumbi,Eduarda Machado,Real Parque,2024-11-29 21:44:00,whatsapp,retirada,0.1,6,delivered,18,12.8,134.23,combo,0.0,2,5
Jardins,Igor F. Almeida,Jardim Paulista,2024-11-29 21:50:00,ifood,delivery,6.56,15,delivered,42,42.9,70.12,prato_unico,0.12,3,4
Moema,Mariana Nogueira,Moema,2024-11-30 09:58:00,ifood,delivery,3.58,23,delivered,40,41.5,110.5,combo,0.16,3,4
Brooklin,Nicolas Costa,Brooklin,2024-11-30 11:03:00,rappi,delivery,1.14,30,delivered,40,34.4,248.8,familia,0.16,7,5
Vila Olímpia,Tatiane C. Miranda,Vila Olímpia,2024-11-30 12:01:00,rappi,delivery,3.24,12,delivered,42,18.3,67.94,prato_unico,0.16,2,5
Itaim,Rafaela A. Teixeira,Itaim Bibi,2024-11-30 13:11:00,site_proprio,retirada,0.03,13,delivered,25,11.3,87.47,prato_unico,0.0,4,5
Vila Mariana,Vítor Melo,Paraíso,2024-11-30 13:34:00,ifood,delivery,4.13,9,delivered,32,22.3,78.34,prato_unico,0.16,1,5
Jardins,Lucas R. Rezende,Jardim Paulista,2024-11-30 13:46:00,ifood,delivery,5.41,24,delivered,40,46.7,117.44,combo,0.12,1,4
Outros,Bruna X. Ferreira,Butantã,2024-11-30 15:10:00,ifood,delivery,7.64,10,delivered,51,25.0,50.05,prato_unico,0.12,1,5
Moema,Júlia Santos,Moema,2024-11-30 15:25:00,ifood,delivery,4.37,25,delivered,42,41.7,83.63,prato_unico,0.16,3,4
Itaim,Isabela Xavier,Itaim Bibi,2024-11-30 19:48:00,site_proprio,delivery,4.9,7,delivered,36,24.4,108.06,combo,0.0,3,5
Morumbi,Carla Rezende,Morumbi,2024-11-30 20:48:00,ifood,delivery,7.55,23,delivered,51,48.4,151.52,combo,0.12,4,5
Itaim,Gustavo F. Souza,Itaim Bibi,2024-11-30 20:49:00,ifood,delivery,4.38,9,delivered,42,30.6,72.58,prato_unico,0.12,3,5
Brooklin,Eduardo U. Souza,Brooklin,2024-11-30 21:29:00,whatsapp,retirada,0.06,17,delivered,26,21.0,96.7,combo,0.0,3,5
Brooklin,Rafael O. Barbosa,Brooklin,2024-11-30 21:43:00,ifood,delivery,0.98,6,delivered,32,16.3,74.08,prato_unico,0.12,3,5
Moema,João Almeida,Ibirapuera,2024-11-30 23:52:00,rappi,delivery,2.28,19,delivered,30,27.2,62.14,prato_unico,0.16,3,4
Brooklin,Henrique A. Barros,Campo Belo,2024-12-01 10:34:00,rappi,delivery,1.57,7,delivered,39,17.5,108.36,prato_unico,0.16,3,5
Moema,Ana A. Moreira,Ibirapuera,2024-12-01 10:50:00,ifood,delivery,4.2,40,delivered,49,65.8,237.51,familia,0.16,7,3
Jardins,Mariana N. Barbosa,Jardim Paulista,2024-12-01 11:51:00,ifood,delivery,6.57,15,delivered,46,44.4,129.57,combo,0.16,4,4
Brooklin,Lucas Duarte,Brooklin,2024-12-01 14:26:00,ifood,delivery,0.88,18,delivered,30,25.8,128.27,prato_unico,0.16,7,5
Moema,Bruna Martins,Moema,2024-12-01 15:15:00,site_proprio,retirada,0.02,11,delivered,21,10.9,74.47,prato_unico,0.0,3,5
Itaim,Nicolas J. Ferreira,Itaim Bibi,2024-12-01 17:53:00,ifood,delivery,4.68,21,delivered,39,36.6,122.45,combo,0.12,3,5
Pinheiros,Samuel Miranda,Pinheiros,2024-12-01 21:28:00,ifood,delivery,6.55,21,delivered,45,46.8,203.13,familia,0.12,3,4
Jardins,Bruno Machado,Jardim Paulista,2024-12-01 21:29:00,whatsapp,retirada,0.13,10,delivered,23,14.8,100.89,prato_unico,0.0,3,5
Pinheiros,Larissa Xavier,Pinheiros,2024-12-02 11:06:00,rappi,delivery,4.79,18,delivered,50,39.5,115.91,prato_unico,0.12,5,5
Vila Mariana,Felipe Correia,Paraíso,2024-12-02 13:09:00,ifood,delivery,4.66,27,delivered,44,45.2,233.78,familia,0.12,4,4
Itaim,Yasmin T. Moreira,Itaim Bibi,2024-12-02 13:09:00,site_proprio,delivery,2.36,23,delivered,33,22.9,122.7,combo,0.0,4,5
Brooklin,Felipe Rocha,Campo Belo,2024-12-02 13:27:00,whatsapp,retirada,0.28,18,delivered,31,27.7,79.16,prato_unico,0.0,2,5
Moema,Daniel P. Mendes,Moema,2024-12-02 13:54:00,ifood,delivery,2.77,15,delivered,42,22.9,74.33,prato_unico,0.12,2,5
Pinheiros,Daniel Nogueira,Pinheiros,2024-12-02 14:57:00,ifood,delivery,5.85,18,delivered,45,39.1,109.67,prato_unico,0.16,5,5
Itaim,Pedro Moreira,Itaim Bibi,2024-12-02 16:22:00,site_proprio,retirada,0.14,14,delivered,27,14.2,91.84,prato_unico,0.0,2,5
Vila Mariana,Carla Lima,Paraíso,2024-12-02 17:22:00,ifood,delivery,6.33,12,delivered,51,39.5,106.29,combo,0.16,2,5
Vila Mariana,Daniel C. Duarte,Aclimação,2024-12-02 19:10:00,ifood,delivery,4.41,42,delivered,46,46.3,257.52,familia,0.16,8,4
Brooklin,Henrique L. Santos,Brooklin,2024-12-02 20:15:00,ifood,delivery,0.78,15,delivered,29,19.0,90.01,prato_unico,0.16,3,5
Brooklin,Caio Correia,Campo Belo,2024-12-02 20:44:00,ifood,delivery,0.28,9,delivered,29,10.3,50.53,prato_unico,0.16,3,5
Vila Olímpia,Tatiane Araújo,Vila Olímpia,2024-12-02 21:46:00,whatsapp,retirada,0.21,7,delivered,17,6.0,102.05,combo,0.0,2,5
Pinheiros,Isabela Lopes,Pinheiros,2024-12-02 22:54:00,ifood,delivery,6.51,33,delivered,50,66.1,224.39,familia,0.16,5,3
Itaim,Bruna Silva,Itaim Bibi,2024-12-03 06:33:00,site_proprio,retirada,0.09,6,delivered,20,2.4,40.99,prato_unico,0.0,1,5
Vila Mariana,Helena G. Dias,Vila Mariana,2024-12-03 07:09:00,ifood,delivery,3.91,7,delivered,34,24.3,111.46,prato_unico,0.16,5,5
Outros,Samuel L. Ferreira,Bela Vista,2024-12-03 08:37:00,whatsapp,retirada,0.13,14,delivered,18,17.5,55.27,prato_unico,0.0,2,5
Vila Mariana,Fernanda Ribeiro,Aclimação,2024-12-03 09:34:00,site_proprio,delivery,4.41,6,delivered,37,25.9,72.76,prato_unico,0.0,3,5
Outros,Carla W. Ramos,Liberdade,2024-12-03 10:59:00,rappi,delivery,6.4,11,delivered,43,29.6,103.2,combo,0.16,1,5
Morumbi,Mariana I. Lopes,Real Parque,2024-12-03 12:02:00,ifood,delivery,6.97,18,delivered,52,38.8,94.7,prato_unico,0.12,2,5
Vila Olímpia,Olívia Fernandes,Vila Olímpia,2024-12-03 12:35:00,whatsapp,retirada,0.08,21,delivered,24,28.8,76.64,prato_unico,0.0,2,5
Brooklin,Nicolas Cavalcanti,Campo Belo,2024-12-03 13:19:00,whatsapp,retirada,0.15,6,delivered,21,9.1,68.84,prato_unico,0.0,1,5
Vila Mariana,Rafaela Miranda,Vila Mariana,2024-12-03 13:27:00,ifood,delivery,4.06,6,delivered,31,10.3,65.31,prato_unico,0.16,1,5
Vila Mariana,Sabrina Santos,Vila Mariana,2024-12-03 14:11:00,site_proprio,retirada,0.01,11,delivered,27,9.4,80.65,prato_unico,0.0,3,5
Pinheiros,Larissa Barbosa,Pinheiros,2024-12-03 15:18:00,ifood,delivery,6.02,9,delivered,47,31.4,50.86,prato_unico,0.12,2,5
Moema,Vítor E. Carvalho,Moema,2024-12-03 15:26:00,rappi,delivery,2.69,17,delivered,39,31.6,52.08,prato_unico,0.12,2,5
Vila Mariana,Bruna Costa,Paraíso,2024-12-03 19:14:00,ifood,delivery,4.63,6,delivered,41,18.3,56.4,prato_unico,0.12,1,5
Moema,Olívia I. Moreira,Moema,2024-12-04 09:02:00,site_proprio,delivery,2.63,28,delivered,37,24.8,134.26,combo,0.0,4,5
Moema,Tatiane M. Dias,Ibirapuera,2024-12-04 09:38:00,site_proprio,delivery,3.77,14,delivered,41,30.3,144.99,combo,0.0,4,5
Morumbi,Isabela Borges,Real Parque,2024-12-04 10:42:00,rappi,delivery,8.45,40,delivered,50,65.4,253.19,familia,0.12,6,3
Vila Mariana,João J. Costa,Aclimação,2024-12-04 11:22:00,ifood,delivery,5.36,13,delivered,42,21.6,77.63,prato_unico,0.16,3,5
Vila Mariana,Gabriela V. Barbosa,Vila Mariana,2024-12-04 11:47:00,site_proprio,retirada,0.26,21,delivered,20,9.6,109.43,combo,0.0,3,5
Moema,Bruna Barbosa,Ibirapuera,2024-12-04 12:19:00,ifood,delivery,2.86,20,delivered,40,35.4,133.66,combo,0.12,3,5
Vila Olímpia,Carla V. Rezende,Vila Olímpia,2024-12-04 12:27:00,site_proprio,delivery,3.27,16,delivered,41,28.9,57.53,prato_unico,0.0,2,5
Outros,Henrique Oliveira,Perdizes,2024-12-04 12:29:00,ifood,delivery,7.41,7,delivered,46,30.7,64.22,prato_unico,0.16,3,5
Morumbi,Pedro Souza,Real Parque,2024-12-04 12:39:00,ifood,delivery,7.69,10,delivered,48,42.9,43.31,prato_unico,0.12,1,5
Outros,Fernanda N. Santos,Liberdade,2024-12-04 13:19:00,rappi,delivery,8.77,11,canceled,53,43.8,66.72,prato_unico,0.12,2,5
Moema,Patrícia Miranda,Moema,2024-12-04 14:22:00,site_proprio,delivery,2.58,13,delivered,33,33.8,107.95,prato_unico,0.0,4,5
Outros,Mariana N. Pereira,Liberdade,2024-12-04 14:43:00,ifood,delivery,6.32,25,delivered,46,41.1,109.92,prato_unico,0.12,5,5
Vila Mariana,Valentina Q. Rocha,Vila Mariana,2024-12-04 14:59:00,site_proprio,delivery,5.36,13,chargeback,40,31.6,73.75,prato_unico,0.0,3,5
Outros,Vítor P. Costa,Butantã,2024-12-04 16:13:00,ifood,delivery,7.42,16,delivered,43,33.6,79.92,prato_unico,0.16,5,5
Outros,Felipe Gomes,Bela Vista,2024-12-04 17:24:00,ifood,delivery,6.17,15,delivered,44,35.4,110.28,combo,0.12,1,5
Vila Mariana,Gabriela P. Ribeiro,Paraíso,2024-12-04 19:25:00,ifood,delivery,7.53,17,delivered,46,41.9,101.89,combo,0.12,2,5
Brooklin,Eduardo I. Ferreira,Brooklin,2024-12-04 19:33:00,ifood,delivery,0.54,17,delivered,33,23.6,85.36,prato_unico,0.16,3,5
Santo Amaro,Eduarda Rezende,Santo Amaro,2024-12-05 00:04:00,ifood,delivery,6.53,6,delivered,47,28.1,59.49,prato_unico,0.12,2,5
Vila Mariana,Eduarda Xavier,Vila Mariana,2024-12-05 00:39:00,ifood,delivery,5.02,6,delivered,39,26.0,67.37,prato_unico,0.12,1,5
Jardins,Daniel Vieira,Jardins,2024-12-05 09:09:00,site_proprio,delivery,3.81,15,delivered,40,32.4,139.64,combo,0.0,5,5
Pinheiros,Ana D. Batista,Pinheiros,2024-12-05 09:35:00,site_proprio,delivery,5.85,27,delivered,45,59.5,150.72,combo,0.0,5,4
Moema,Caio J. Moreira,Ibirapuera,2024-12-05 13:04:00,whatsapp,retirada,0.19,19,delivered,27,19.8,112.49,combo,0.0,1,5
Brooklin,Júlia P. Dias,Campo Belo,2024-12-05 13:59:00,site_proprio,retirada,0.28,20,delivered,22,18.0,167.6,combo,0.0,4,5
Vila Olímpia,Eduardo Xavier,Vila Olímpia,2024-12-05 16:03:00,site_proprio,delivery,3.12,17,delivered,36,30.1,236.93,familia,0.0,6,5
Pinheiros,Eduardo S. Borges,Pinheiros,2024-12-05 16:33:00,ifood,delivery,4.79,7,delivered,48,23.8,54.27,prato_unico,0.16,1,5
Vila Mariana,Isabela Batista,Paraíso,2024-12-05 17:16:00,rappi,delivery,4.13,19,delivered,47,48.7,105.25,combo,0.16,1,4
Itaim,Felipe R. Correia,Itaim Bibi,2024-12-05 19:35:00,site_proprio,retirada,0.27,6,delivered,17,5.9,56.93,prato_unico,0.0,2,5
Brooklin,Daniel Dias,Brooklin,2024-12-05 19:36:00,ifood,delivery,0.1,11,delivered,28,9.6,54.55,prato_unico,0.12,2,5
Vila Mariana,Bruna Souza,Vila Mariana,2024-12-05 20:43:00,ifood,delivery,5.01,17,delivered,44,32.6,125.31,combo,0.16,4,5
Brooklin,Pedro B. Marques,Brooklin,2024-12-05 20:55:00,ifood,delivery,0.74,19,delivered,37,26.9,113.62,combo,0.16,3,5
Brooklin,Gabriela Dias,Brooklin,2024-12-06 07:59:00,ifood,delivery,0.37,27,delivered,31,30.1,161.4,combo,0.16,5,4
Jardins,Carla Ribeiro,Jardins,2024-12-06 08:33:00,ifood,delivery,3.65,20,delivered,43,30.7,99.93,combo,0.16,2,5
Santo Amaro,Nicolas Teixeira,Chácara Santo Antônio,2024-12-06 08:34:00,rappi,delivery,5.98,20,delivered,49,32.71,216.0,familia,0.16,3,4
Vila Mariana,Vítor Moreira,Vila Mariana,2024-12-06 08:51:00,whatsapp,retirada,0.18,13,delivered,27,10.5,101.68,prato_unico,0.0,4,5
Pinheiros,Larissa O. Oliveira,Pinheiros,2024-12-06 09:55:00,site_proprio,delivery,6.32,22,delivered,47,44.9,117.91,combo,0.0,2,5
Outros,Larissa Batista,Perdizes,2024-12-06 10:15:00,ifood,delivery,5.72,24,delivered,45,48.2,159.2,combo,0.16,6,4
Vila Mariana,Natália Ribeiro,Paraíso,2024-12-06 11:03:00,ifood,delivery,5.49,9,delivered,42,19.6,48.84,prato_unico,0.12,1,5
Santo Amaro,Tatiane B. Ferreira,Santo Amaro,2024-12-06 12:38:00,whatsapp,retirada,0.17,10,delivered,23,13.8,72.05,prato_unico,0.0,2,5
Morumbi,Nicolas W. Mendes,Morumbi,2024-12-06 12:52:00,ifood,delivery,7.94,25,chargeback,53,48.0,156.32,combo,0.12,4,5
Moema,Patrícia Ribeiro,Ibirapuera,2024-12-06 14:50:00,ifood,delivery,2.12,8,delivered,31,19.8,45.85,prato_unico,0.16,1,5
Morumbi,Bruno Pereira,Morumbi,2024-12-06 14:57:00,ifood,delivery,7.59,15,delivered,47,36.3,39.0,prato_unico,0.16,1,5
Jardins,Yasmin Xavier,Jardins,2024-12-06 14:59:00,rappi,delivery,5.7,10,delivered,42,33.0,88.55,prato_unico,0.12,3,5
Vila Mariana,Henrique Melo,Aclimação,2024-12-06 17:50:00,ifood,delivery,4.41,15,delivered,40,36.4,76.87,prato_unico,0.16,2,5
Outros,Bruno Silva,Bela Vista,2024-12-06 19:10:00,rappi,delivery,6.76,26,delivered,45,54.9,224.0,familia,0.16,7,3
Brooklin,Gabriela Duarte,Campo Belo,2024-12-06 21:44:00,site_proprio,delivery,0.84,10,delivered,31,15.0,67.0,prato_unico,0.0,3,5
Santo Amaro,Igor Almeida,Santo Amaro,2024-12-06 22:14:00,site_proprio,retirada,0.26,12,delivered,24,12.7,86.71,prato_unico,0.0,5,5
Moema,Matheus Dantas,Moema,2024-12-07 09:25:00,site_proprio,delivery,3.11,19,delivered,42,28.1,94.33,prato_unico,0.0,5,5
Vila Olímpia,Rafael A. Oliveira,Vila Olímpia,2024-12-07 10:19:00,ifood,delivery,2.95,9,delivered,35,26.8,82.34,prato_unico,0.16,4,5
Brooklin,Gustavo L. Melo,Brooklin,2024-12-07 10:55:00,rappi,delivery,1.51,6,delivered,30,8.0,50.8,prato_unico,0.16,1,5
Outros,Felipe H. Carvalho,Bela Vista,2024-12-07 12:33:00,site_proprio,delivery,6.02,34,delivered,51,51.8,237.44,familia,0.0,7,5
Moema,Daniel Xavier,Moema,2024-12-07 12:45:00,ifood,delivery,3.76,15,delivered,45,32.1,100.63,combo,0.16,2,5
Vila Olímpia,Thiago Ribeiro,Vila Olímpia,2024-12-07 14:25:00,ifood,delivery,5.61,23,delivered,45,26.9,74.97,prato_unico,0.16,2,4
Outros,Eduarda Araújo,Butantã,2024-12-07 14:32:00,ifood,delivery,8.17,23,delivered,54,47.1,160.92,combo,0.12,6,5
Santo Amaro,Caio U. Cavalcanti,Chácara Santo Antônio,2024-12-07 20:34:00,ifood,delivery,5.44,13,delivered,42,24.8,75.66,prato_unico,0.16,3,5
Pinheiros,Rafael Z. Machado,Pinheiros,2024-12-07 21:43:00,ifood,delivery,6.01,6,delivered,44,23.7,112.18,prato_unico,0.16,5,5
Jardins,Bruna Melo,Jardins,2024-12-08 07:08:00,ifood,delivery,5.15,13,delivered,45,30.6,68.02,prato_unico,0.12,1,5
Santo Amaro,Olívia E. Gomes,Santo Amaro,2024-12-08 07:12:00,rappi,delivery,4.85,15,delivered,48,40.1,98.14,combo,0.16,3,5
Vila Olímpia,Fernanda Q. Ramos,Vila Olímpia,2024-12-08 07:17:00,ifood,delivery,2.37,17,delivered,38,31.1,121.46,combo,0.16,2,5
Vila Olímpia,Bruna Moreira,Vila Olímpia,2024-12-08 08:47:00,whatsapp,retirada,0.13,14,delivered,26,18.4,90.28,prato_unico,0.0,3,5
Outros,André Vieira,Bela Vista,2024-12-08 09:26:00,rappi,delivery,8.15,17,canceled,47,44.2,87.08,prato_unico,0.16,4,4
Vila Mariana,Samuel Dias,Vila Mariana,2024-12-08 10:05:00,whatsapp,retirada,0.11,12,delivered,25,12.5,97.17,combo,0.0,3,5
Pinheiros,Bruna Carvalho,Pinheiros,2024-12-08 11:18:00,ifood,delivery,4.78,18,delivered,40,37.9,104.52,prato_unico,0.16,5,4
Vila Mariana,Daniela B. Batista,Aclimação,2024-12-08 11:47:00,ifood,delivery,4.36,16,delivered,43,38.1,72.68,prato_unico,0.16,2,5
Santo Amaro,Yasmin X. Moreira,Chácara Santo Antônio,2024-12-08 11:51:00,ifood,delivery,4.7,6,delivered,38,22.5,47.98,prato_unico,0.16,2,5
Vila Olímpia,Eduarda Gonçalves,Vila Olímpia,2024-12-08 12:31:00,ifood,delivery,3.98,30,delivered,45,43.6,222.23,familia,0.12,7,5
Pinheiros,Daniela Araújo,Pinheiros,2024-12-08 12:45:00,site_proprio,retirada,0.1,9,delivered,18,5.2,85.89,prato_unico,0.0,4,5
Brooklin,Nicolas C. Nogueira,Brooklin,2024-12-08 12:52:00,ifood,delivery,0.55,11,delivered,29,6.7,65.3,prato_unico,0.16,2,5
Santo Amaro,Júlia D. Ribeiro,Santo Amaro,2024-12-08 13:36:00,ifood,delivery,5.05,11,delivered,38,31.8,72.54,prato_unico,0.12,3,5
Outros,Helena Rezende,Perdizes,2024-12-08 14:42:00,rappi,delivery,6.54,37,delivered,53,38.01,168.35,combo,0.16,6,4
Brooklin,Samuel D. Castro,Brooklin,2024-12-08 17:36:00,site_proprio,retirada,0.19,8,delivered,24,12.2,69.86,prato_unico,0.0,4,5
Brooklin,Pedro Rezende,Brooklin,2024-12-08 19:23:00,rappi,delivery,0.77,6,delivered,33,8.4,48.28,prato_unico,0.16,1,5
Vila Olímpia,Carla Lopes,Vila Olímpia,2024-12-08 20:05:00,rappi,delivery,2.7,10,delivered,36,26.9,86.0,prato_unico,0.12,3,4
Itaim,Sabrina C. Miranda,Itaim Bibi,2024-12-08 20:44:00,ifood,delivery,4.48,19,delivered,46,33.0,159.95,combo,0.16,7,5
Morumbi,Mariana Barbosa,Real Parque,2024-12-08 20:58:00,ifood,delivery,6.16,20,delivered,32,38.2,110.92,prato_unico,0.16,8,4
Brooklin,André P. Xavier,Campo Belo,2024-12-08 21:05:00,site_proprio,retirada,0.23,7,delivered,19,8.1,68.51,prato_unico,0.0,3,5
Outros,Yuri Fernandes,Perdizes,2024-12-09 01:08:00,rappi,delivery,7.73,11,delivered,49,34.2,112.75,combo,0.12,4,5
Morumbi,Mariana T. Castro,Real Parque,2024-12-09 05:23:00,ifood,delivery,6.16,18,delivered,39,34.2,78.41,prato_unico,0.16,2,5
Pinheiros,Igor S. Duarte,Pinheiros,2024-12-09 07:07:00,ifood,delivery,5.86,14,delivered,47,36.5,85.98,prato_unico,0.16,3,5
Santo Amaro,Igor Oliveira,Chácara Santo Antônio,2024-12-09 07:08:00,ifood,delivery,6.42,15,delivered,48,39.1,47.12,prato_unico,0.12,2,5
Moema,Helena Miranda,Moema,2024-12-09 07:27:00,ifood,delivery,2.08,10,delivered,36,18.2,69.39,prato_unico,0.16,1,5
